member_sha256,occurrence_count,member_bytes,disposition,catalog_item_ids
10f4a12744c6f187e64fae2dfb2dde0f8255cadbe8b9ddab7865054ae794265e,2,162,PRIVATE_LOCAL_ARCHIVE_EVIDENCE_DEFERRED_NO_PUBLIC_IMPORT,
10f7fbfd563dd7a7c732a7a7033c02cc4570403e748be945d880e2bd8ac91590,2,3616,PRIVATE_LOCAL_ARCHIVE_EVIDENCE_DEFERRED_NO_PUBLIC_IMPORT,
10ff59f3965742c57815efdbad28331bd07bfbac9d0cf0ea2a8e15e8ff540641,1,613,PRIVATE_LOCAL_ARCHIVE_EVIDENCE_DEFERRED_NO_PUBLIC_IMPORT,
11046ae6d5448563808f3ca47e6c1a627fa0cd9819fdb3566f5bcb30a08db942,2,652,PRIVATE_LOCAL_ARCHIVE_EVIDENCE_DEFERRED_NO_PUBLIC_IMPORT,
11084e198001737bb515a69e25496f3f2955a4e7868b00a5be30cde8adbf04a8,42,1846,PRIVATE_LOCAL_ARCHIVE_EVIDENCE_DEFERRED_NO_PUBLIC_IMPORT,
110af949b1686d8a38d40ff86ec15d8902ff8ae9e2e8fdf0101117c93b4c87ca,2,107,PRIVATE_LOCAL_ARCHIVE_EVIDENCE_DEFERRED_NO_PUBLIC_IMPORT,
1118569f2709fef7a9e509ca80477924376f09b61af99f6fcbdbcaea04c91d8f,2,50775,PRIVATE_LOCAL_ARCHIVE_EVIDENCE_DEFERRED_NO_PUBLIC_IMPORT,
1126e384c3bfd34a2efdeedb2f492047b7c769ba902231ecf8285f94e10d59fb,2,2463,PRIVATE_LOCAL_ARCHIVE_EVIDENCE_DEFERRED_NO_PUBLIC_IMPORT,
113007127a0b072d062014cc1e9fa946b11497459251e7f3d38ced2b9d67b50d,2,49257,PRIVATE_LOCAL_ARCHIVE_EVIDENCE_DEFERRED_NO_PUBLIC_IMPORT,
1130c9c5b040414308de334e1bd444583f5b81fbd2173feba78c99cca297dc47,2,589,PRIVATE_LOCAL_ARCHIVE_EVIDENCE_DEFERRED_NO_PUBLIC_IMPORT,
11321edf4682a5acfadbd8fd95a20b6992244dfd8176e508ffd5be6c947fc266,2,7355,PRIVATE_LOCAL_ARCHIVE_EVIDENCE_DEFERRED_NO_PUBLIC_IMPORT,
11347bf0051934e72b20ef5a27ba2aaafebe12add5375bf425c0ee1486b7d5c2,2,12118,PRIVATE_LOCAL_ARCHIVE_EVIDENCE_DEFERRED_NO_PUBLIC_IMPORT,
1136b1d6f57920d68b080cccbb236c88eff1be5c9d406978f7af827274ef1162,15,15987,PRIVATE_LOCAL_ARCHIVE_EVIDENCE_DEFERRED_NO_PUBLIC_IMPORT,
114170a96fc401d29ee9f6c5d1492c374d2526b703f6b166a974b439af0bd040,2,18998,PRIVATE_LOCAL_ARCHIVE_EVIDENCE_DEFERRED_NO_PUBLIC_IMPORT,
11461cb7e8251398773e01e6aedccfe378f119839e18eacf5dc3af2aaa25c96c,15,26311,PRIVATE_LOCAL_ARCHIVE_EVIDENCE_DEFERRED_NO_PUBLIC_IMPORT,
114878bbfaf56195546e01d246c3dd6beba3763a6715da32abac2974490105ad,2,191,PRIVATE_LOCAL_ARCHIVE_EVIDENCE_DEFERRED_NO_PUBLIC_IMPORT,
11497ff03c813387441e330c570a0f7db74be3f53f7c0b310526987a1037e8b2,2,763,PRIVATE_LOCAL_ARCHIVE_EVIDENCE_DEFERRED_NO_PUBLIC_IMPORT,
114d1e0a1c5854ae64f8591db300fd88ded6eba3896c07989cdbfbe686d8b335,2,22275,PRIVATE_LOCAL_ARCHIVE_EVIDENCE_DEFERRED_NO_PUBLIC_IMPORT,
114f05a9410c65295bb90501f0904f1c889dc546de13a043387f5ca12f0888b1,14,31,PRIVATE_LOCAL_ARCHIVE_EVIDENCE_DEFERRED_NO_PUBLIC_IMPORT,
115067d044b03f145235b73913531d61b6acb2a2dd2b6c09393bafebb665e096,15,31,PRIVATE_LOCAL_ARCHIVE_EVIDENCE_DEFERRED_NO_PUBLIC_IMPORT,
1155f2fd0ce167c2788358a47d3cdf9411bd57fdd900c1c7cf4d292897075e21,6,2956,PRIVATE_LOCAL_ARCHIVE_EVIDENCE_DEFERRED_NO_PUBLIC_IMPORT,
115a81c15edd24cfac47b7387f7f31681c7c458c38dd84727106c63d6a3752b2,2,7994,PRIVATE_LOCAL_ARCHIVE_EVIDENCE_DEFERRED_NO_PUBLIC_IMPORT,
115d8335c6391933b01cbb4edc4ae7aeee683818b17062234d2cac0f422d7f3a,6,2243,PRIVATE_LOCAL_ARCHIVE_EVIDENCE_DEFERRED_NO_PUBLIC_IMPORT,
116167de465036acdbbddd1ff331f4c217f0ae6c124023830c42377d9b9ac77a,2,421,PRIVATE_LOCAL_ARCHIVE_EVIDENCE_DEFERRED_NO_PUBLIC_IMPORT,
11643bbaa258a49758f39920600ea7248c6d7d8db07665dffe82a92e06ace4d6,4,1578,PRIVATE_LOCAL_ARCHIVE_EVIDENCE_DEFERRED_NO_PUBLIC_IMPORT,
1167461e8bd5f07f9eb1bbcb271529ac5a4cf59e7fa2ec07ec39aebb0126bf1e,2,7500,PRIVATE_LOCAL_ARCHIVE_EVIDENCE_DEFERRED_NO_PUBLIC_IMPORT,
117a99d98825babc85722d3a3916356780340e7c75a669c49202d9acaa24a634,8,1315,PRIVATE_LOCAL_ARCHIVE_EVIDENCE_DEFERRED_NO_PUBLIC_IMPORT,
119447bf24075ca970f08fbbe3234b25f002edd50446bcffdf844df792bdcf8e,6,621,PRIVATE_LOCAL_ARCHIVE_EVIDENCE_DEFERRED_NO_PUBLIC_IMPORT,
1195af49e488c067c1362ac74a642b92cd59a5d5bae93c24af6e3e0f6ef942e7,4,540,PRIVATE_LOCAL_ARCHIVE_EVIDENCE_DEFERRED_NO_PUBLIC_IMPORT,
119606183502780175b7eab0bce0a2cf11c03d41d19cd678be0571567384ab40,15,10312,PRIVATE_LOCAL_ARCHIVE_EVIDENCE_DEFERRED_NO_PUBLIC_IMPORT,
1198075c30eb5d053d72ea861fb7d1bb40ba1c2008a3840408a4da88b6e9e407,46,2116,PRIVATE_LOCAL_ARCHIVE_EVIDENCE_DEFERRED_NO_PUBLIC_IMPORT,
11a0217312b437f24aa2bd91740db670c3637e6ec4ee34d4f26856e7c985a75c,4,2711,PRIVATE_LOCAL_ARCHIVE_EVIDENCE_DEFERRED_NO_PUBLIC_IMPORT,
11abe35254c0ab68d15220be32311249de16293252c5cf036d9f0afa48820d20,1,1802,PRIVATE_LOCAL_ARCHIVE_EVIDENCE_DEFERRED_NO_PUBLIC_IMPORT,
11b3028de00231172d297bd0ec8db707f2d922b59ec86fc7e7c651d1519a6cd1,2,8651,PRIVATE_LOCAL_ARCHIVE_EVIDENCE_DEFERRED_NO_PUBLIC_IMPORT,
11b4ce70f8d686cac40d997808ab95120721204a273ceaebf27d979ce28a788a,4,10,PRIVATE_LOCAL_ARCHIVE_EVIDENCE_DEFERRED_NO_PUBLIC_IMPORT,
11b9cf21546109388570ae11d2a0ebfbb7a9dc373f994dd623db3d3d59575c0f,2,891,PRIVATE_LOCAL_ARCHIVE_EVIDENCE_DEFERRED_NO_PUBLIC_IMPORT,
11cae5dcd64189c1571fb5afc5f3a3c854e76c20feb6589b8ec6a8810f0f290f,2,3625,PRIVATE_LOCAL_ARCHIVE_EVIDENCE_DEFERRED_NO_PUBLIC_IMPORT,
11ce094a3584130869ee63d739070562dcdd88b5b4b3c24e76e6dd2bd9890358,2,9855,PRIVATE_LOCAL_ARCHIVE_EVIDENCE_DEFERRED_NO_PUBLIC_IMPORT,
11d137d96bfdc3604b1ba1c377eebf15cb8de3d2bcaac8bd8e265134f418c3e4,6,72637,PRIVATE_LOCAL_ARCHIVE_EVIDENCE_DEFERRED_NO_PUBLIC_IMPORT,
11d4bea7b2cf9cf875b2150b004ffbdbeb324ce16b5d6c237961c9381e1fb290,2,30390,PRIVATE_LOCAL_ARCHIVE_EVIDENCE_DEFERRED_NO_PUBLIC_IMPORT,
11d791422d6ef0224cececbb6244ea1ab5a8722565ef6a8a4eb72d291ba85acb,2,1155,PRIVATE_LOCAL_ARCHIVE_EVIDENCE_DEFERRED_NO_PUBLIC_IMPORT,
11d7dc07f769f7103cee3cf4213dad210aa9b887773d70e77d5a2ac93d56685b,2,2909,PRIVATE_LOCAL_ARCHIVE_EVIDENCE_DEFERRED_NO_PUBLIC_IMPORT,
11e4c070c96e80dac40a7e957486dccd4a8c6e5f921ed0ef8b749db6aba73f57,1,7302,PRIVATE_LOCAL_ARCHIVE_EVIDENCE_DEFERRED_NO_PUBLIC_IMPORT,
11e885d51c16608ca28f3be83867b48c3401ce7f1e904da291aecdfae005758c,15,31,PRIVATE_LOCAL_ARCHIVE_EVIDENCE_DEFERRED_NO_PUBLIC_IMPORT,
11ef4e9ad6568c4c700a7a1fed21bbefe5d3d42ca9ddb32dcca8904f2f361ae7,2,483,PRIVATE_LOCAL_ARCHIVE_EVIDENCE_DEFERRED_NO_PUBLIC_IMPORT,
1209928471c9559356e1f4b2d0cc859fb5cb4f0cb72962efd7e413d52e078e9f,6,1129,PRIVATE_LOCAL_ARCHIVE_EVIDENCE_DEFERRED_NO_PUBLIC_IMPORT,
1214be756809bed692e0b046b9bd29896c13ba1d235c1d8f647b44ff4ca290ba,2,6056,PRIVATE_LOCAL_ARCHIVE_EVIDENCE_DEFERRED_NO_PUBLIC_IMPORT,
12187761d5d64fe4ed09482f3be4963a293a3b52977acf5b70fd7e69981fc217,14,514,PRIVATE_LOCAL_ARCHIVE_EVIDENCE_DEFERRED_NO_PUBLIC_IMPORT,
121c238eaf75d8f9ad8fae6a8cd6a2195c3890a045514ecd9b21a8cd5ab2ba83,2,1456,PRIVATE_LOCAL_ARCHIVE_EVIDENCE_DEFERRED_NO_PUBLIC_IMPORT,
121d212288e5f27f525dbe15ff2202c0839b9f7e490d50e745b76033b2f07a5d,6,663,PRIVATE_LOCAL_ARCHIVE_EVIDENCE_DEFERRED_NO_PUBLIC_IMPORT,
1221198025988c73c3c4c70c986ec28731121e569135efa7ed70e5d12861cda5,15,31,PRIVATE_LOCAL_ARCHIVE_EVIDENCE_DEFERRED_NO_PUBLIC_IMPORT,
12223b4f854b1734a6399c9ab796e8a404b37b507620ae5d84d9344c269a998a,30,1143,PRIVATE_LOCAL_ARCHIVE_EVIDENCE_DEFERRED_NO_PUBLIC_IMPORT,
1237f92786d39212d368993fce16c29d2bd8c40c547810bc545b3f4c50313650,2,4869,PRIVATE_LOCAL_ARCHIVE_EVIDENCE_DEFERRED_NO_PUBLIC_IMPORT,
12406551b0d4504384d0f8d58dee531fce5af8e33cde55db870cf4d5fbae069d,2,139,PRIVATE_LOCAL_ARCHIVE_EVIDENCE_DEFERRED_NO_PUBLIC_IMPORT,
1241f78465535516004b78d099ddbc8ac724fc8489a99e053fdebfb7562fc188,12,892,PRIVATE_LOCAL_ARCHIVE_EVIDENCE_DEFERRED_NO_PUBLIC_IMPORT,
1242ca3597b1eba6f7e7296ce807b2f903c869c54c6a594aa22199f80f25d18d,2,609,PRIVATE_LOCAL_ARCHIVE_EVIDENCE_DEFERRED_NO_PUBLIC_IMPORT,
124988369559d706e67c18a8cee9516671b41d84609445a0df968a56af3ab10e,2,31,PRIVATE_LOCAL_ARCHIVE_EVIDENCE_DEFERRED_NO_PUBLIC_IMPORT,
125ddb163c99f6c936fbf628d229ab8d8544a390fdfd8ca1ad78dc89310237a0,2,3067,PRIVATE_LOCAL_ARCHIVE_EVIDENCE_DEFERRED_NO_PUBLIC_IMPORT,
1263cac5007b8214b13f7e53e64cf641eba1e07158bfb30c6e3df108aa6495ea,15,1704,PRIVATE_LOCAL_ARCHIVE_EVIDENCE_DEFERRED_NO_PUBLIC_IMPORT,
12648a3eb5e8ca170d45dc1b2e85228b1e46121e384d59ef762bec9f33910339,15,3217,PRIVATE_LOCAL_ARCHIVE_EVIDENCE_DEFERRED_NO_PUBLIC_IMPORT,
12697437308d7eddd2dbe693d61dae3275fd36ea3342ed8e36d16aae2d1637a6,8,1827,PRIVATE_LOCAL_ARCHIVE_EVIDENCE_DEFERRED_NO_PUBLIC_IMPORT,
126d21e8d3214861e7947b3f7dbfcd33cadf3a9eaeaf91a4321389c55fbcf7fb,2,583,PRIVATE_LOCAL_ARCHIVE_EVIDENCE_DEFERRED_NO_PUBLIC_IMPORT,
126df362ddbde3aa49f237dc32ee6b567e3dc2d41c3718cba1e6b4da326925b8,4,536894,PRIVATE_LOCAL_ARCHIVE_EVIDENCE_DEFERRED_NO_PUBLIC_IMPORT,
127130f5ddb33572060492eb0f6ee0f472c9f001b6274990489a7623d584fce2,18,55,PRIVATE_LOCAL_ARCHIVE_EVIDENCE_DEFERRED_NO_PUBLIC_IMPORT,
1271a9aeeb80b8823dc9baa05db1506d1b17f366bd2735c3c36aa321b8965385,6,9325,PRIVATE_LOCAL_ARCHIVE_EVIDENCE_DEFERRED_NO_PUBLIC_IMPORT,
12799798849c861648437953b031e71945588619645598bfdeeadb9da506d214,2,1158,PRIVATE_LOCAL_ARCHIVE_EVIDENCE_DEFERRED_NO_PUBLIC_IMPORT,
1288005f432974a9d7b1d9d6b0239f7890c5846b64b1a49c0ff74f04b5122f74,2,752,PRIVATE_LOCAL_ARCHIVE_EVIDENCE_DEFERRED_NO_PUBLIC_IMPORT,
129e1fa74000bc65003127ea12cd75597568c8a66187ee11a9893be70dd5b729,6,3333,PRIVATE_LOCAL_ARCHIVE_EVIDENCE_DEFERRED_NO_PUBLIC_IMPORT,
12a125c1f3879e2a89be2fd948cb918836f35aa12f5c94b0af585c7d82e1d26f,2,3460,PRIVATE_LOCAL_ARCHIVE_EVIDENCE_DEFERRED_NO_PUBLIC_IMPORT,
12a14dfb852b148ac628c47cad33e1128fe38904ed0d3f25a20668fedebe2e91,8,1727,PRIVATE_LOCAL_ARCHIVE_EVIDENCE_DEFERRED_NO_PUBLIC_IMPORT,
12ac668c54b1075c18d838f1cd33b65407b4cf9bf97d9203dfa21ac87986fdd9,1,3811,PRIVATE_LOCAL_ARCHIVE_EVIDENCE_DEFERRED_NO_PUBLIC_IMPORT,
12aee3fac8ab1911891a63bca22ad40f1ee839b9dd4a278e68ae6d6d1c00f9fc,2,830523,PRIVATE_LOCAL_ARCHIVE_EVIDENCE_DEFERRED_NO_PUBLIC_IMPORT,
12afebfa2145fbb21b71dc4fefe0763ea4661bca1c598ba420fec52423400bb3,2,26075,PRIVATE_LOCAL_ARCHIVE_EVIDENCE_DEFERRED_NO_PUBLIC_IMPORT,
12b005ccb40d508bfcee58f5c73b15819f0d6bfe9c3c97ad0643dfcc8c244dfc,2,52176,PRIVATE_LOCAL_ARCHIVE_EVIDENCE_DEFERRED_NO_PUBLIC_IMPORT,
12bdabc3601d077c7e480194d9f87ad7fa36a9ea48ab481e12468323f19d5e95,4,1584,PRIVATE_LOCAL_ARCHIVE_EVIDENCE_DEFERRED_NO_PUBLIC_IMPORT,
12c9c5fc2abad2fc1afa07a41521bc0a849c263e5b784bc1ea54325f9cd0eebc,2,546,PRIVATE_LOCAL_ARCHIVE_EVIDENCE_DEFERRED_NO_PUBLIC_IMPORT,
12d46a8a1a62922bebcdbf7e614219d4cbd61c7d572d2a4a9b9c38297d373a1c,2,7162,PRIVATE_LOCAL_ARCHIVE_EVIDENCE_DEFERRED_NO_PUBLIC_IMPORT,
12d7049f7969cb8e62266569ba5f5b45ba0e7c830b655da53e1b9ea3a0c14ead,2,643,PRIVATE_LOCAL_ARCHIVE_EVIDENCE_DEFERRED_NO_PUBLIC_IMPORT,
12d802024a26a8427aa31bdac00d7c1af213d47c20137919bb8379c80caa7f87,2,573,PRIVATE_LOCAL_ARCHIVE_EVIDENCE_DEFERRED_NO_PUBLIC_IMPORT,
12e9fd069851a2b5ef644c49f392e223ccb8f032e6779349847a27b12842c588,2,710,PRIVATE_LOCAL_ARCHIVE_EVIDENCE_DEFERRED_NO_PUBLIC_IMPORT,
12eeadb94e707d4cbffc481236c2bbc059591f8cad7d58002432d47a9f115c98,2,1178,PRIVATE_LOCAL_ARCHIVE_EVIDENCE_DEFERRED_NO_PUBLIC_IMPORT,
12fe5b37b3ab076c8629ca2f400e7fb02977067b31697f3645f4b17cddceea15,1,750,PRIVATE_LOCAL_ARCHIVE_EVIDENCE_DEFERRED_NO_PUBLIC_IMPORT,
130a2d6baf4a496ba6a19a32e0d1eb4cee19af28b4a0a77baecfb50d7d5ed558,6,840,PRIVATE_LOCAL_ARCHIVE_EVIDENCE_DEFERRED_NO_PUBLIC_IMPORT,
130a4e763da2fa6c77c6a699b3a3df9486e187e104ac0f94e7fef8683151dfa0,8,1162,PRIVATE_LOCAL_ARCHIVE_EVIDENCE_DEFERRED_NO_PUBLIC_IMPORT,
1318d0ff0e61f01458fb1e12d6c3b8f05fdc10509852771c51459f96ca857458,2,2446,PRIVATE_LOCAL_ARCHIVE_EVIDENCE_DEFERRED_NO_PUBLIC_IMPORT,
131c056de900ce6dd5bd940dc43dc5a79958fe0516e6100545dc76ba8017439a,2,107,PRIVATE_LOCAL_ARCHIVE_EVIDENCE_DEFERRED_NO_PUBLIC_IMPORT,
13210541024401438c523e162a619ef13188e74e28101d0126702466dcf0238d,2,30749,PRIVATE_LOCAL_ARCHIVE_EVIDENCE_DEFERRED_NO_PUBLIC_IMPORT,
13255443155f1b026a9c560f0e76eb6db710a7ac0624d67deea7d3e1eb48f910,2,4519,PRIVATE_LOCAL_ARCHIVE_EVIDENCE_DEFERRED_NO_PUBLIC_IMPORT,
1330265dea8726ea18b9d824aba45bfad553e76f9d9161d69f1f564dcb0ee57e,6,8669,PRIVATE_LOCAL_ARCHIVE_EVIDENCE_DEFERRED_NO_PUBLIC_IMPORT,
1333d97d4359878388ad874b66f2abbdced41560a6d62a26d1b7065431f185c6,4,16240,PRIVATE_LOCAL_ARCHIVE_EVIDENCE_DEFERRED_NO_PUBLIC_IMPORT,
133fbf43301fbd489b32a55c184b7f5c7b7eafb93562a051e214dd8f72ed3377,6,2752,PRIVATE_LOCAL_ARCHIVE_EVIDENCE_DEFERRED_NO_PUBLIC_IMPORT,
13483918e21f71e99a02ca40280f0472fd82251da8872c39dafb5d6c302880f9,30,2410,PRIVATE_LOCAL_ARCHIVE_EVIDENCE_DEFERRED_NO_PUBLIC_IMPORT,
134f32f3140b1c7cc1133c16b6bcb85b0f19dcef8bcc9f972070a7e7e9c148c9,2,905,PRIVATE_LOCAL_ARCHIVE_EVIDENCE_DEFERRED_NO_PUBLIC_IMPORT,
135ff136112ac813f622a404e1900fb28078fb875fb9decc0f7cf43e7322c358,15,68329,PRIVATE_LOCAL_ARCHIVE_EVIDENCE_DEFERRED_NO_PUBLIC_IMPORT,
136030a0ea8be50258de83b5bb731306d8d3d0009fb9cab093a393be80a4073d,1,45049,PRIVATE_LOCAL_ARCHIVE_EVIDENCE_DEFERRED_NO_PUBLIC_IMPORT,
136cb8abef12382a5d704d84b3752756428ff4cdbde5916a6d01d9e589f273c4,6,1136,PRIVATE_LOCAL_ARCHIVE_EVIDENCE_DEFERRED_NO_PUBLIC_IMPORT,
137a40863b6fdba06a4b3f07ccb2c53f68cb480a1eba3265c5ea552f931b0a91,15,998,PRIVATE_LOCAL_ARCHIVE_EVIDENCE_DEFERRED_NO_PUBLIC_IMPORT,
137f4933e37d339c1cc8b905551b2fe0ed69314043802c4a5ac2f5a64d02a023,6,7710,PRIVATE_LOCAL_ARCHIVE_EVIDENCE_DEFERRED_NO_PUBLIC_IMPORT,
137fa3d04deb310c44847f72ae212ecba3e5beb59f7f13dc8c9aedad18070ee6,2,8467,PRIVATE_LOCAL_ARCHIVE_EVIDENCE_DEFERRED_NO_PUBLIC_IMPORT,
1380f590c234f6dbdc7f3c003d0e6e07340ae71faf9b08b56d2f99b730ad9aea,15,30856,PRIVATE_LOCAL_ARCHIVE_EVIDENCE_DEFERRED_NO_PUBLIC_IMPORT,
1382a8a59f55325601ea1ee2aa7f1601e8aba9c3b21ee7c023aea956aad08cde,30,3359,PRIVATE_LOCAL_ARCHIVE_EVIDENCE_DEFERRED_NO_PUBLIC_IMPORT,
13866da0e61de81a22892483fc07b9cd3319c9c85bfffd5f80e0159cb5c37823,8,3137,PRIVATE_LOCAL_ARCHIVE_EVIDENCE_DEFERRED_NO_PUBLIC_IMPORT,
138723e69dc3a64d1e1cfb1df2681bda47b38c10ff54b39ad2dcbeb6df2f27ed,2,31,PRIVATE_LOCAL_ARCHIVE_EVIDENCE_DEFERRED_NO_PUBLIC_IMPORT,
138e69024a95f8aa9808dd04d3898e8f21efc92afb5474c32bcac5f9e5beebae,8,3894,PRIVATE_LOCAL_ARCHIVE_EVIDENCE_DEFERRED_NO_PUBLIC_IMPORT,
138ef4cee4dcd6e56e811153489107925067b9d7a3538adad2ef150fef37d03f,3,2826,PRIVATE_LOCAL_ARCHIVE_EVIDENCE_DEFERRED_NO_PUBLIC_IMPORT,
139861d46ce83d1c844ca0cfcb5111a57043d4e6c43fcfb0f684fd66880a11c6,2,903,PRIVATE_LOCAL_ARCHIVE_EVIDENCE_DEFERRED_NO_PUBLIC_IMPORT,
139c1e2e293d9318c223868e1f05fbd7d0c702dc3df000dc1fc53fb0e83a45cd,2,3514,PRIVATE_LOCAL_ARCHIVE_EVIDENCE_DEFERRED_NO_PUBLIC_IMPORT,
139e0ca0b0d68ebb689f87592a739c0702eb53a36c1f15069cac757826d81f0b,3,5377,PRIVATE_LOCAL_ARCHIVE_EVIDENCE_DEFERRED_NO_PUBLIC_IMPORT,
13a96739b04c98d62cbdcca84387df63e7753720b5423a0b40906bb53aaee457,2,60281,PRIVATE_LOCAL_ARCHIVE_EVIDENCE_DEFERRED_NO_PUBLIC_IMPORT,
13ae1f6d67c188ab7033d95a08f59a81346e7e1d254325f528f0fd77aabeecae,2,31,PRIVATE_LOCAL_ARCHIVE_EVIDENCE_DEFERRED_NO_PUBLIC_IMPORT,
13b17d02934840c7a439220a71803bd183792fba9bd15c1f8de8c5f27a2bdaf9,2,31,PRIVATE_LOCAL_ARCHIVE_EVIDENCE_DEFERRED_NO_PUBLIC_IMPORT,
13bb68bb5a08a2a1908ea0fb2def3bb3bcfdca1727c70545c808f1a516496de1,2,31,PRIVATE_LOCAL_ARCHIVE_EVIDENCE_DEFERRED_NO_PUBLIC_IMPORT,
13c5735533615ad3f34024ab35b6fe6a74285ec79b73714c293279d9ffbd7956,2,26,PRIVATE_LOCAL_ARCHIVE_EVIDENCE_DEFERRED_NO_PUBLIC_IMPORT,
13ca56a7c8dc0a54561ba68c90d91d86ea348f57169dc325addc05f3c7b6dfe7,4,840,PRIVATE_LOCAL_ARCHIVE_EVIDENCE_DEFERRED_NO_PUBLIC_IMPORT,
13d79eea3dcc5c031cba01e2999484bd558228ede5f0652e776e081c08fd8061,6,5901,PRIVATE_LOCAL_ARCHIVE_EVIDENCE_DEFERRED_NO_PUBLIC_IMPORT,
13db0c5ce7a0c949aae4bf82f138cdeee7cc351f34889ca5b2757615b3c207d4,2,466,PRIVATE_LOCAL_ARCHIVE_EVIDENCE_DEFERRED_NO_PUBLIC_IMPORT,
13de9e0ac5781ad2d7b539743fbd3d261a0b7c9ada5dcd443f91a0c628a85e39,15,39662,PRIVATE_LOCAL_ARCHIVE_EVIDENCE_DEFERRED_NO_PUBLIC_IMPORT,
13f8bb84e891f2dfa28653ebed53752e11e556b4b93426f9173175b2a8ca7546,2,659,PRIVATE_LOCAL_ARCHIVE_EVIDENCE_DEFERRED_NO_PUBLIC_IMPORT,
13fbbb7b07b7f09869dde2716a92a1c033776e49db69d194f4f60627a3a4c673,6,1775,PRIVATE_LOCAL_ARCHIVE_EVIDENCE_DEFERRED_NO_PUBLIC_IMPORT,
14094a14fb84c4228114e39b522985c921efebfece6c0ec21b1e031962128349,2,33952,PRIVATE_LOCAL_ARCHIVE_EVIDENCE_DEFERRED_NO_PUBLIC_IMPORT,
1409af6e1fd3259dd0a76324bc6145b488a9b0ae7405303eeaa6ea5514230c54,2,1563,PRIVATE_LOCAL_ARCHIVE_EVIDENCE_DEFERRED_NO_PUBLIC_IMPORT,
140ee0ca9315e8ee1f88cc02ff9f00d0a4867a3d3af7e616be2de4f4a75f55c4,4,758,PRIVATE_LOCAL_ARCHIVE_EVIDENCE_DEFERRED_NO_PUBLIC_IMPORT,
140eef5795427f7e5e5633b961dc12b1624af38c9eb04ccd141f37c55c203c05,15,708,PRIVATE_LOCAL_ARCHIVE_EVIDENCE_DEFERRED_NO_PUBLIC_IMPORT,
14128a68899316ff9fb57377bab1c9fd7c72ffd9f2a899172dea48d116275a1e,15,5895,PRIVATE_LOCAL_ARCHIVE_EVIDENCE_DEFERRED_NO_PUBLIC_IMPORT,
1412ebc99cbff86705a72b43360f182bcd1cfaf49b255fab98c92fccd5430004,3,12,PRIVATE_LOCAL_ARCHIVE_EVIDENCE_DEFERRED_NO_PUBLIC_IMPORT,
14248326f37fc468911286fa8a4635f587eee6063d461941fb668cd3e00d14b1,14,10031,PRIVATE_LOCAL_ARCHIVE_EVIDENCE_DEFERRED_NO_PUBLIC_IMPORT,
1426e8ebec47d0f30a83f9b6de09a652459244d7a868153d69f7ac0eea18582f,4,6644,PRIVATE_LOCAL_ARCHIVE_EVIDENCE_DEFERRED_NO_PUBLIC_IMPORT,
142c2d18afbb6f74ef7aaa3882b19ed344767ad8745a032d8bc48c8677f53ae6,2,883,PRIVATE_LOCAL_ARCHIVE_EVIDENCE_DEFERRED_NO_PUBLIC_IMPORT,
142de6104c99c5719b1cbbcfde0843c398426d07e85436c41d85c7f38fd3a5be,2,9507,PRIVATE_LOCAL_ARCHIVE_EVIDENCE_DEFERRED_NO_PUBLIC_IMPORT,
1434db08db7db66d2ac40218c236fc4ec36f88aaad1b8281a43448ed277f718b,2,422,PRIVATE_LOCAL_ARCHIVE_EVIDENCE_DEFERRED_NO_PUBLIC_IMPORT,
143a2500898b54faa840f9cb74dac4494e70b4cd431b2eb5f135f7fed207be38,2,2939,PRIVATE_LOCAL_ARCHIVE_EVIDENCE_DEFERRED_NO_PUBLIC_IMPORT,
143a7c2344cad0d2dc86005859df23722abe384893a84c466c1bbc269a8e7326,2,1150,PRIVATE_LOCAL_ARCHIVE_EVIDENCE_DEFERRED_NO_PUBLIC_IMPORT,
144520ebe6c52209b5085f857cc72801ea8ec7104bbb4106f7c11e0643accc94,2,759,PRIVATE_LOCAL_ARCHIVE_EVIDENCE_DEFERRED_NO_PUBLIC_IMPORT,
144722e5967b67be4d7198fc25e2a0a08f8d2fbcc469edd7000cac3c432d30a5,2,721,PRIVATE_LOCAL_ARCHIVE_EVIDENCE_DEFERRED_NO_PUBLIC_IMPORT,
14481532b5416c59a4d0d718d7dd4736c75420a799a0a2565452bdb6c32dee22,6,11265,PRIVATE_LOCAL_ARCHIVE_EVIDENCE_DEFERRED_NO_PUBLIC_IMPORT,
144f1f8f1077d703527bda3de079f376033c513b7a4cff940c41e1968077ac50,14,362237,PRIVATE_LOCAL_ARCHIVE_EVIDENCE_DEFERRED_NO_PUBLIC_IMPORT,
14524fc67c5d825f7d9508310d282cc0f8ef195ab71968915b9494a28f1c73db,4,548,PRIVATE_LOCAL_ARCHIVE_EVIDENCE_DEFERRED_NO_PUBLIC_IMPORT,
14567bace2ebb82945c1dcbdb1e4e6c8cb4a84bb356f16a0e80c5b6ec12f90f5,2,5000,PRIVATE_LOCAL_ARCHIVE_EVIDENCE_DEFERRED_NO_PUBLIC_IMPORT,
145ce7eb775595f20e44f690e78c549be6b73427646302f677343d5d85c52d41,34,4121,PRIVATE_LOCAL_ARCHIVE_EVIDENCE_DEFERRED_NO_PUBLIC_IMPORT,
