row_id,surface,kind,sha256,bytes,source_status,disposition
133,FILE_CARD,DOWNLOAD,d3f235b084c187bc0c87a9796331059f828ef956c841f05f77fbb54d29164613,4788,DOWNLOADED_AND_HASHED,EXACT_PUBLIC_BYTES_PRESENT
134,FILE_CARD,DOWNLOAD,232c0489f47bf431eabb0d624fc0002b8524007fe438c51f714f0a341c25acf3,1445,DOWNLOADED_AND_HASHED,EXACT_PUBLIC_BYTES_PRESENT
135,FILE_CARD,DOWNLOAD,ee2ff825c43ec50204a743440ce08c740dfe7142efd458c8ce64153043421f60,10257,DOWNLOADED_AND_HASHED,EXACT_PUBLIC_BYTES_PRESENT
136,FILE_CARD,DOWNLOAD,a9b40311a34e60cd13370f29a31f405ad312c3a2ee738665d0c821e0d5b1897a,1708,DOWNLOADED_AND_HASHED,SUPERSEDED_OR_REJECTED_PROPOSAL_NOT_IMPORTED
137,FILE_CARD,DOWNLOAD,5ebe084ca59c3ac40e8986a288d8ef69d6049703b3d5ae442b5af406d7a1fe68,5965,DOWNLOADED_AND_HASHED,SUPERSEDED_OR_REJECTED_PROPOSAL_NOT_IMPORTED
138,FILE_CARD,DOWNLOAD,8dd12a5bf697f3da63b3a01ed11b988ebc71ad890c73f0bd080c05bfce23cb40,1284,DOWNLOADED_AND_HASHED,SUPERSEDED_OR_REJECTED_PROPOSAL_NOT_IMPORTED
139,FILE_CARD,DOWNLOAD,8139164e055edbb916895c84e487366a263f89126daa09afd4a9c41b3dacb95e,450,DOWNLOADED_AND_HASHED,PRIVATE_CUSTODY_OR_VERIFICATION_RECEIPT_NO_PUBLIC_IMPORT
140,FILE_CARD,DOWNLOAD,68e373a368307f2ebd47af3de4a534fbc32378069ca8d3267164bf755b3eeccf,485,DOWNLOADED_AND_HASHED,PRIVATE_CUSTODY_OR_VERIFICATION_RECEIPT_NO_PUBLIC_IMPORT
141,FILE_CARD,DOWNLOAD,700de032ab577e3b8930804a65ad4bc3e782fd01169eb3d7e8117defc6dff19f,12841,DOWNLOADED_AND_HASHED,EXACT_PUBLIC_BYTES_PRESENT
142,FILE_CARD,DOWNLOAD,470e6701aa574260dbfe1b9c94334dd0bd223d99244deda050d91eda1aa39f59,4285,DOWNLOADED_AND_HASHED,EXACT_PUBLIC_BYTES_PRESENT
143,FILE_CARD,DOWNLOAD,ffd5f6893f3df6ebcc79d08566a3fa618b1b7f30a7f2efa232077c0485380faa,1668,DOWNLOADED_AND_HASHED,EXACT_PUBLIC_BYTES_PRESENT
144,FILE_CARD,DOWNLOAD,6731ad5aba8fe87d41ac7e89df12a577d94af57b4641445c93ebd48f811ff1bb,960,DOWNLOADED_AND_HASHED,EXACT_PUBLIC_BYTES_PRESENT
145,FILE_CARD,DOWNLOAD,a1d44ddd701364e9ccc1e123a8d0e3228fb8ca1b4357820ca685bd99956736ff,2623,DOWNLOADED_AND_HASHED,EXACT_PUBLIC_BYTES_PRESENT
146,FILE_CARD,DOWNLOAD,385e8dbf103f606d64b11f1c852ab49639a917c99131c331abdfb08b09ce07e8,904,DOWNLOADED_AND_HASHED,EXACT_PUBLIC_BYTES_PRESENT
147,FILE_CARD,DOWNLOAD,9b7b227bbe31dbcf0a5db6114c1e8073f98da188b604c4788571dfbbf9373b7e,1660,DOWNLOADED_AND_HASHED,EXACT_PUBLIC_BYTES_PRESENT
148,FILE_CARD,DOWNLOAD,8139164e055edbb916895c84e487366a263f89126daa09afd4a9c41b3dacb95e,450,DOWNLOADED_AND_HASHED,PRIVATE_CUSTODY_OR_VERIFICATION_RECEIPT_NO_PUBLIC_IMPORT
149,FILE_CARD,DOWNLOAD,68e373a368307f2ebd47af3de4a534fbc32378069ca8d3267164bf755b3eeccf,485,DOWNLOADED_AND_HASHED,PRIVATE_CUSTODY_OR_VERIFICATION_RECEIPT_NO_PUBLIC_IMPORT
150,FILE_CARD,DOWNLOAD,44e711386ae2fd44a3762b39894b08c2e2e21d86bc3f0dcc2e3714e84f4b2ae2,13333,DOWNLOADED_AND_HASHED,EXACT_PUBLIC_BYTES_PRESENT
151,FILE_CARD,DOWNLOAD,e20c2e1c439f1d54986ff44e958e7eb7f49ee8bd7bb4d843afb3b8fe4692a42f,3004,DOWNLOADED_AND_HASHED,EXACT_PUBLIC_BYTES_PRESENT
152,FILE_CARD,DOWNLOAD,9feec904331204119215ee38eae7442cd04211b54af83cb951be9988b11e8d6e,5018,DOWNLOADED_AND_HASHED,EXACT_PUBLIC_BYTES_PRESENT
153,FILE_CARD,DOWNLOAD,84940c0ff953d86a75e0e937e6802945e70777e494df5e4a7fb22916c8cb9c22,1328,DOWNLOADED_AND_HASHED,EXACT_PUBLIC_BYTES_PRESENT
154,FILE_CARD,DOWNLOAD,fbcd7f57f2df705673b965031e7aa7263c4c8731d871a877eb7affb87599bcc4,7764,DOWNLOADED_AND_HASHED,EXACT_PUBLIC_BYTES_PRESENT
155,FILE_CARD,DOWNLOAD,8e26ada4c5c1d352d09e5051765aa489bb94a2c7de2d5fbcb40aea7d31dac110,2318,DOWNLOADED_AND_HASHED,EXACT_PUBLIC_BYTES_PRESENT
156,FILE_CARD,DOWNLOAD,ac53e6532c2fad19273cb2bbfb91cb61071d16016dd9e005bc986f98f4d96923,4062,DOWNLOADED_AND_HASHED,EXACT_PUBLIC_BYTES_PRESENT
157,FILE_CARD,DOWNLOAD,9489c58c297831bb9b8e4e5c238b3535b6650970de8874bc6a3273f0ba4b3b03,1737,DOWNLOADED_AND_HASHED,EXACT_PUBLIC_BYTES_PRESENT
158,FILE_CARD,DOWNLOAD,3a71ffa0146f447fcd7539ebf0a167a46228bd227799cfd4eefd62a8851b6b40,3422,DOWNLOADED_AND_HASHED,EXACT_PUBLIC_BYTES_PRESENT
159,FILE_CARD,DOWNLOAD,a6eb00842e017877e2b48063832e6776733729174aa5711d3300d72356b6f779,2640,DOWNLOADED_AND_HASHED,EXACT_PUBLIC_BYTES_PRESENT
160,FILE_CARD,USER_UPLOAD,,,HISTORICAL_LINK_UNAVAILABLE,HISTORICAL_LINK_UNAVAILABLE_WITH_PRIVATE_BOUNDARY_EVIDENCE
161,FILE_CARD,USER_UPLOAD,,,VIEWER_OPENED_NO_SUPPORTED_DOWNLOAD,VIEWER_OPENED_NO_SUPPORTED_DOWNLOAD
162,RESPONSE_LEVEL_BUTTON_CONTROL,BUTTON_CONTROL_DOWNLOAD,ff9e5452670ae5b895ac4093341c172ed91077e5595005e1537ee3d80bc44974,494283,DOWNLOADED_AND_HASHED,PUBLIC_HASH_RECEIPTED_NO_DUPLICATE_IMPORT
163,RESPONSE_LEVEL_BUTTON_CONTROL,BUTTON_CONTROL_DOWNLOAD,51003a709512ab2b8209233409e3a04285a952f65ad88a855423cd9a2012ef3b,107,DOWNLOADED_AND_HASHED,CHECKSUM_SIDECAR_HASH_ONLY_NO_PUBLIC_IMPORT
164,RESPONSE_LEVEL_BUTTON_CONTROL,BUTTON_CONTROL_DOWNLOAD,5ca21323dcabec1d9ceec66ff5ded89c1a9b0f69fc4c22f23fdf706a0f57c58f,114,DOWNLOADED_AND_HASHED,CHECKSUM_SIDECAR_HASH_ONLY_NO_PUBLIC_IMPORT
165,RESPONSE_LEVEL_BUTTON_CONTROL,BUTTON_CONTROL_DOWNLOAD,024698d4bc43d57c54fda813004810f8310917b6eb870590a36b9430d92eb636,117672,DOWNLOADED_AND_HASHED,PUBLIC_HASH_RECEIPTED_NO_DUPLICATE_IMPORT
166,RESPONSE_LEVEL_BUTTON_CONTROL,BUTTON_CONTROL_DOWNLOAD,bf90264873cf61833e6378c55c6b737b9cc8426723f85713087b4b736a914162,104,DOWNLOADED_AND_HASHED,CHECKSUM_SIDECAR_HASH_ONLY_NO_PUBLIC_IMPORT
167,RESPONSE_LEVEL_BUTTON_CONTROL,BUTTON_CONTROL_DOWNLOAD,dfa5dc36aa36b9f362b8cf8cd9df6b09dfa2d972d9de9cc2bdaf93f736029bea,221115,DOWNLOADED_AND_HASHED,PUBLIC_HASH_RECEIPTED_NO_DUPLICATE_IMPORT
168,RESPONSE_LEVEL_BUTTON_CONTROL,BUTTON_CONTROL_DOWNLOAD,7c180385b22b15a5fd21e16b10ea3a5031a7ae4adfe4a12518b0ddf7d8cc89c3,111,DOWNLOADED_AND_HASHED,CHECKSUM_SIDECAR_HASH_ONLY_NO_PUBLIC_IMPORT
169,RESPONSE_LEVEL_BUTTON_CONTROL,BUTTON_CONTROL_DOWNLOAD,48f91b9c25f4832f66e4d933d44874c56513c775417cf6ee0960211a4f731ce0,2110,DOWNLOADED_AND_HASHED,CHECKSUM_SIDECAR_HASH_ONLY_NO_PUBLIC_IMPORT
170,RESPONSE_LEVEL_BUTTON_CONTROL,BUTTON_CONTROL_DOWNLOAD,841ce7fa161a15605ef5315c0655758296d99456aa59b3b28d604192c8415c55,846,DOWNLOADED_AND_HASHED,EXACT_PUBLIC_BYTES_PRESENT
171,RESPONSE_LEVEL_BUTTON_CONTROL,BUTTON_CONTROL_DOWNLOAD,473656d44853093bfe40f79e53de3feb93545607725a9de30743829dc9badbc0,860,DOWNLOADED_AND_HASHED,EXACT_PUBLIC_BYTES_PRESENT
172,RESPONSE_LEVEL_BUTTON_CONTROL,BUTTON_CONTROL_DOWNLOAD,56a79ed8e88584598b9bcbae4440bf69b027bfc9d3606a24520859646f18e04d,868,DOWNLOADED_AND_HASHED,EXACT_PUBLIC_BYTES_PRESENT
173,RESPONSE_LEVEL_BUTTON_CONTROL,BUTTON_CONTROL_DOWNLOAD,37fcb3c4e965243e42be337cefdee5b49e037140d54dcb4716fc5a7bf264748b,159943,DOWNLOADED_AND_HASHED,PUBLIC_HASH_RECEIPTED_NO_DUPLICATE_IMPORT
174,RESPONSE_LEVEL_BUTTON_CONTROL,BUTTON_CONTROL_DOWNLOAD,6e2ec8be90cca0120765961371ecdbe791b9f1d8538eba82926ef0af107eef2b,117,DOWNLOADED_AND_HASHED,CHECKSUM_SIDECAR_HASH_ONLY_NO_PUBLIC_IMPORT
175,RESPONSE_LEVEL_BUTTON_CONTROL,BUTTON_CONTROL_DOWNLOAD,141deffc4323225e549149ba35b6d2ae55007242459bfb513957420b189a78e8,47570,DOWNLOADED_AND_HASHED,SUPERSEDED_BOUNDARY_CHECKPOINT_PRIVATE_NO_PUBLIC_IMPORT
176,RESPONSE_LEVEL_BUTTON_CONTROL,BUTTON_CONTROL_DOWNLOAD,0e9561dc1dd4c2cd25af5a8b7fdc822b242b57f633d1aca5bc095cbb76a71445,184083,DOWNLOADED_AND_HASHED,PUBLIC_HASH_RECEIPTED_NO_DUPLICATE_IMPORT
177,RESPONSE_LEVEL_BUTTON_CONTROL,BUTTON_CONTROL_DOWNLOAD,9afc6fcc62e6bc9246a1b97b61d45d0323d8c2c4c4e0b7c027da399a74937e02,2267,DOWNLOADED_AND_HASHED,CHECKSUM_SIDECAR_HASH_ONLY_NO_PUBLIC_IMPORT
178,RESPONSE_LEVEL_BUTTON_CONTROL,BUTTON_CONTROL_DOWNLOAD,8eb163780876117acfc155f4ef111db27b0c32e7ea92684d58eb326789aae0c0,243215,DOWNLOADED_AND_HASHED,PUBLIC_HASH_RECEIPTED_NO_DUPLICATE_IMPORT
179,RESPONSE_LEVEL_BUTTON_CONTROL,BUTTON_CONTROL_DOWNLOAD,55690e02458d354c2fe17cb148a61ea86d7d382539e7d6cd8690708fae7df808,118,DOWNLOADED_AND_HASHED,CHECKSUM_SIDECAR_HASH_ONLY_NO_PUBLIC_IMPORT
180,RESPONSE_LEVEL_BUTTON_CONTROL,BUTTON_CONTROL_DOWNLOAD,329300d65e4dc9da735d2f8976a4ff30ba40f82a12ac07e0b097e80a2153961d,214625,DOWNLOADED_AND_HASHED,PUBLIC_HASH_RECEIPTED_NO_DUPLICATE_IMPORT
181,RESPONSE_LEVEL_BUTTON_CONTROL,BUTTON_CONTROL_DOWNLOAD,2bd0783e7c33387b11b5102e3f5bdac97e9903d57e699a3f49303e4349203e9c,117,DOWNLOADED_AND_HASHED,CHECKSUM_SIDECAR_HASH_ONLY_NO_PUBLIC_IMPORT
182,RESPONSE_LEVEL_BUTTON_CONTROL,BUTTON_CONTROL_DOWNLOAD,c74859a1302182c68156e3f9d060f7611def0ab713775d28a6cb08fffe4383cd,1424,DOWNLOADED_AND_HASHED,EXACT_PUBLIC_BYTES_PRESENT
183,RESPONSE_LEVEL_BUTTON_CONTROL,BUTTON_CONTROL_DOWNLOAD,27f9f013860e2ca9c356c7a621ff8f613bb084c5428714bdfb16dbcd554fc75e,2013,DOWNLOADED_AND_HASHED,PUBLIC_HASH_RECEIPTED_NO_DUPLICATE_IMPORT
184,RESPONSE_LEVEL_BUTTON_CONTROL,BUTTON_CONTROL_DOWNLOAD,ec18d0e80adc907ab11da9a21de8816833cbbdc1df389a99efef7fa415fb65c2,305365,DOWNLOADED_AND_HASHED,PUBLIC_HASH_RECEIPTED_NO_DUPLICATE_IMPORT
185,RESPONSE_LEVEL_BUTTON_CONTROL,BUTTON_CONTROL_DOWNLOAD,55690e02458d354c2fe17cb148a61ea86d7d382539e7d6cd8690708fae7df808,118,DOWNLOADED_AND_HASHED,CHECKSUM_SIDECAR_HASH_ONLY_NO_PUBLIC_IMPORT
186,RESPONSE_LEVEL_BUTTON_CONTROL,BUTTON_CONTROL_DOWNLOAD,d7a44100b72218988b3f6d116048d31fffe3997d278e855542207b5a84769e64,276763,DOWNLOADED_AND_HASHED,PUBLIC_HASH_RECEIPTED_NO_DUPLICATE_IMPORT
187,RESPONSE_LEVEL_BUTTON_CONTROL,BUTTON_CONTROL_DOWNLOAD,2bd0783e7c33387b11b5102e3f5bdac97e9903d57e699a3f49303e4349203e9c,117,DOWNLOADED_AND_HASHED,CHECKSUM_SIDECAR_HASH_ONLY_NO_PUBLIC_IMPORT
